"","Var1","Freq"
"1","영화",1113
"2","관람객",177
"3","마음",173
"4","잔잔",146
"5","생각",122
"6","시골",119
"7","편안",114
"8","진짜",112
"9","음식",109
"10","힐링",105
"11","하게",96
"12","원작",94
"13","따뜻",81
"14","배우",81
"15","행복",77
"16","요리",70
"17","지루",70
"18","친구",70
"19","연기",68
"20","자연",68
"21","^ㅋ",66
"22","시간",66
"23","위로",65
"24","기분",62
"25","^ㅎ",58
"26","김태리",58
"27","힐링이",58
"28","들이",56
"29","사계절",55
"30","평점",54
"31","힐링되는",54
"32","사람",52
"33","최고",51
"34","류준열",49
"35","미소",49
"36","오랜만",49
"37","보는내내",47
"38","엄마",47
"39","인생",46
"40","포레스트",44
"41","리틀",42
"42","장면",42
"43","재미",40
"44","내용",38
"45","웃음",38
"46","해지",38
"47","힐링영화",38
"48","필요",37
"49","현실",37
"50","영상미",36
"51","자극적",36
"52","농촌",34
"53","청춘",33
"54","풍경",32
"55","해서",30
"56","감사",29
"57","기대",29
"58","소소한",29
"59","일상",29
"60","추천",29
"61","공감",28
"62","생활",28
"63","귀농",27
"64","감독",26
"65","먹방",26
"66","여운",26
"67","도시",25
"68","스토리",25
"69","중간",25
"70","휴식",25
"71","감동",24
"72","계절",24
"73","뭔가",24
"74","이야기",24
"75","혜원",24
"76","분위기",23
"77","삼시",23
"78","소장",23
"79","겨울",22
"80","담백",22
"81","리메이크",21
"82","세끼",21
"83","영상",20
"84","우리",20
"85","관람",19
"86","퇴사",19
"87","하나",19
"88","우리나라",18
"89","감성",17
"90","농사",17
"91","무엇",17
"92","보고",17
"93","시작",17
"94","이상",17
"95","주인공",17
"96","치유",17
"97","힐링을",17
"98","힐링하고",17
"99","고민",16
"100","고향",16
"101","극장",16
"102","오늘",16
"103","^ㅎ^ㅎ",15
"104","10",15
"105","눈물",15
"106","아침",15
"107","재밌게",15
"108","진정",15
"109","처음",15
"110","한국",15
"111","힐링영",15
"112","나만",14
"113","배경",14
"114","여유",14
"115","일본영화",14
"116","작품",14
"117","표현",14
"118","하기",14
"119","한국영화",14
"120","감정",13
"121","기억",13
"122","김태리가",13
"123","누구",13
"124","막걸리",13
"125","모습",13
"126","언제",13
"127","용기",13
"128","의미",13
"129","재밌고",13
"130","진기",13
"131","케미도",13
"132","힐링되고",13
"133","간만",12
"134","개봉",12
"135","권장",12
"136","느낌",12
"137","추억",12
"138","캐스팅",12
"139","판타지",12
"140","ㅠㅠ",12
"141","가슴",11
"142","걱정",11
"143","대사",11
"144","동안",11
"145","매력",11
"146","부족",11
"147","사랑",11
"148","세상",11
"149","완전",11
"150","이해",11
