"","Var1","Freq"
"1","연기",535
"2","영화",473
"3","감동",277
"4","이병헌",245
"5","관람객",226
"6","배우",171
"7","진짜",171
"8","박정",149
"9","최고",113
"10","피아노",91
"11","눈물",73
"12","연기력",69
"13","관람객이병헌",66
"14","이병헌은",63
"15","가족",56
"16","재미",56
"17","한지",52
"18","윤여",50
"19","스토리",49
"20","대박",43
"21","가슴",40
"22","따뜻",40
"23","생각",40
"24","웃음",40
"25","^ㅋ",37
"26","오랜만",36
"27","^ㅎ",33
"28","내용",31
"29","들이",31
"30","이병헌이",31
"31","추천",31
"32","민의",30
"33","재밌게",29
"34","재밌고",29
"35","정말",29
"36","대단",28
"37","엄마",28
"38","연주",28
"39","관람",25
"40","시간",25
"41","코믹",25
"42","사람",24
"43","이병헌씨",24
"44","마지막",23
"45","기대",22
"46","여운",22
"47","하게",22
"48","마음",21
"49","하나",21
"50","관람객역시",20
"51","장면",20
"52","조하",19
"53","음악",18
"54","인생",18
"55","다들",17
"56","중간",17
"57","평점",17
"58","신파",16
"59","잔잔",16
"60","완전",15
"61","처음",15
"62","그것",14
"63","몰입",14
"64","세상",14
"65","억지",14
"66","영화관",14
"67","이번",14
"68","평론가",14
"69","해서",14
"70","민이",13
"71","정도",13
"72","ㅠㅠ",13
"73","감사",12
"74","감탄",12
"75","관객",12
"76","사랑",12
"77","작품",12
"78","민도",11
"79","박수",11
"80","진심",11
"81","감정",10
"82","관람객너무",10
"83","민은",10
"84","박정민씨",10
"85","소름",10
"86","완벽",10
"87","이야기",10
"88","인정",10
"89","초반",10
"90","10",9
"91","개봉",9
"92","꿀잼",9
"93","사실",9
"94","어머니",9
"95","역할",9
"96","영화입니",9
"97","올해",9
"98","이병",9
"99","이병헌.",9
"100","이병헌님",9
"101","좋은영화",9
"102","친구",9
"103","코미디",9
"104","폭풍",9
"105","행복",9
"106","후회",9
"107","훌륭",9
"108","^ㅋ^ㅋ^ㅋ",8
"109","간만",8
"110","공감",8
"111","관람객이병헌이",8
"112","내세",8
"113","눈빛",8
"114","다시한번",8
"115","부분",8
"116","소리",8
"117","오늘",8
"118","오열",8
"119","울컥",8
"120","이병헌..",8
"121","이상",8
"122","진태",8
"123","관람객이병헌은",7
"124","꼭보세",7
"125","대사",7
"126","드라마",7
"127","모습",7
"128","이유",7
"129","자연",7
"130","잘봤습니",7
"131","지루",7
"132","천재",7
"133","출연",7
"134","캐릭터",7
"135","필요",7
"136","혼자",7
"137","감독",6
"138","감동적",6
"139","갓병헌",6
"140","관람객믿고보는",6
"141","관람객웃다가",6
"142","기억",6
"143","나중",6
"144","누구",6
"145","때문",6
"146","명불허전",6
"147","명작",6
"148","모두",6
"149","병헌이형",6
"150","보고",6
