"","Var1","Freq"
"1","에이즈",352
"2","영화",284
"3","동성애",224
"4","게이",160
"5","미화",120
"6","동성애자",109
"7","똥꼬충",85
"8","항문",84
"9","세금",82
"10","들이",78
"11","^ㅋ",77
"12","치료",68
"13","테러",67
"14","새끼",61
"15","혐오",58
"16","사랑",53
"17","쓰레기",53
"18","진짜",53
"19","정신병",49
"20","사회",47
"21","제약회사",46
"22","생각",40
"23","사람",39
"24","질병",37
"25","자기",36
"26","성교",34
"27","똥꼬충은",32
"28","지들이",32
"29","물리치료",31
"30","책임",30
"31","평점",30
"32","극혐",29
"33","여자",29
"34","정부",29
"35","10",28
"36","이해",28
"37","동성",27
"38","옹호",27
"39","자신",26
"40","하게",26
"41","환자",26
"42","막심",25
"43","세상",25
"44","본인",24
"45","우리",24
"46","OO",23
"47","인권",23
"48","정신병자",23
"49","콘돔",23
"50","박멸",22
"51","정신",22
"52","감염",21
"53","나라",21
"54","에이즈환자",21
"55","해서",20
"56","국가",19
"57","반대",19
"58","자유",19
"59","필요",19
"60","똥꼬충들",18
"61","막심센세",18
"62","문제",18
"63","성애",18
"64","이상",18
"65","인간",18
"66","치료비",18
"67","환생",18
"68","혈액",17
"69","개봉",16
"70","시급",16
"71","정상",16
"72","최악",16
"73","호모",16
"74","남자",15
"75","니들",15
"76","일반",15
"77","행위",15
"78","낭비",14
"79","니들이",14
"80","상관",14
"81","생화학",14
"82","성욕",14
"83","이유",14
"84","자체",14
"85","존재",14
"86","죽음",14
"87","지들",14
"88","그걸",13
"89","니들끼리",13
"90","드러워",13
"91","사람들",13
"92","지들끼리",13
"93","^ㅇ",12
"94","OOO",12
"95","강요",12
"96","남성",12
"97","누구",12
"98","보균자",12
"99","사회악",12
"100","선택",12
"101","이걸",12
"102","^ㅋ^ㅋ^ㅋ",11
"103","^ㅎ",11
"104","똥꼬",11
"105","똥꼬충들은",11
"106","테러행위",11
"107","평론가",11
"108","포장",11
"109","관리",10
"110","때문",10
"111","똥꼬에",10
"112","무엇",10
"113","문재",10
"114","뿌리",10
"115","사실",10
"116","여성",10
"117","이거",10
"118","이것",10
"119","인류",10
"120","인정",10
"121","잘못",10
"122","차별",10
"123","피로",10
"124","20",9
"125","관계",9
"126","권리",9
"127","그것",9
"128","근데",9
"129","덩어리",9
"130","문란",9
"131","수혈",9
"132","아웃",9
"133","어디",9
"134","이딴",9
"135","점수",9
"136","정상인",9
"137","존나",9
"138","취향",9
"139","치료법",9
"140","팩트",9
"141","폭동",9
"142","행동",9
"143","확산",9
"144","가스실",8
"145","감성",8
"146","끔찍",8
"147","당신",8
"148","대상",8
"149","대한",8
"150","더럽",8
