"","Var1","Freq"
"1","영화",923
"2","관람객",319
"3","눈물",221
"4","진짜",208
"5","이해",184
"6","마지막",171
"7","처음",170
"8","사랑",156
"9","생각",147
"10","여운",136
"11","시간",134
"12","인생",100
"13","감동",98
"14","가슴",92
"15","사람",89
"16","최고",89
"17","감정",85
"18","장면",83
"19","여자",76
"20","마음",75
"21","남자",71
"22","내용",61
"23","로맨스",59
"24","하게",54
"25","감성",53
"26","평점",52
"27","스토리",49
"28","에미",49
"29","몰입",48
"30","일본영화",47
"31","연기",46
"32","여주",43
"33","친구",42
"34","하나",42
"35","ㅠㅠ",41
"36","주인공",40
"37","잔잔",39
"38","지루",39
"39","10",38
"40","오랜만",38
"41","초반",38
"42","해서",38
"43","중간",37
"44","소중",35
"45","첫장",35
"46","후반",35
"47","추천",33
"48","시작",32
"49","영화관",32
"50","정말",32
"51","기대",31
"52","서로",31
"53","순간",31
"54","명작",30
"55","^ㅋ",29
"56","배우",29
"57","보고",29
"58","입장",28
"59","추억",27
"60","고마츠",26
"61","설정",26
"62","이후",26
"63","중반",26
"64","하루",26
"65","관람",25
"66","멜로",25
"67","시점",25
"68","재미",25
"69","집중",25
"70","여주인공",24
"71","오늘",24
"72","이거",24
"73","하기",24
"74","공감",23
"75","때문",22
"76","부분",22
"77","소재",22
"78","어제",22
"79","영상미",22
"80","이야기",22
"81","^ㅎ",21
"82","들이",21
"83","감정이입",20
"84","이상",20
"85","머리",19
"86","여주가",19
"87","전개",19
"88","특유",19
"89","기억",18
"90","나중",18
"91","논리",18
"92","연인",18
"93","재밌게",18
"94","정도",18
"95","30",17
"96","감사",17
"97","엔딩",17
"98","남주",16
"99","뭔가",16
"100","설명",16
"101","의미",16
"102","혼자",16
"103","20",15
"104","배려",15
"105","베스트",15
"106","영상",15
"107","영화입니",15
"108","오열",15
"109","작품",15
"110","근데",14
"111","누군가",14
"112","연애",14
"113","예상",14
"114","올해",14
"115","제목",14
"116","판타지",14
"117","필요",14
"118","가능",13
"119","고마츠나나",13
"120","그녀",13
"121","반대",13
"122","상황",13
"123","소설",13
"124","이름",13
"125","자체",13
"126","감상",12
"127","대사",12
"128","따뜻",12
"129","신선",12
"130","애틋",12
"131","연출",12
"132","음악",12
"133","타임",12
"134","표현",12
"135","후회",12
"136","간만",11
"137","감수성",11
"138","개봉",11
"139","과거",11
"140","기분",11
"141","다시한번",11
"142","배경",11
"143","부족",11
"144","분위기",11
"145","상대방",11
"146","순수",11
"147","아련",11
"148","아쉬움",11
"149","인연",11
"150","일본의",11
