"","Var1","Freq"
"1","영화",368
"2","관람객",142
"3","연기",93
"4","평화",79
"5","처칠",78
"6","올드",76
"7","상영관",71
"8","우리",61
"9","역사",54
"10","국민",50
"11","우리나라",44
"12","전쟁",43
"13","들이",42
"14","생각",40
"15","대한",36
"16","민국",36
"17","용기",36
"18","최고",36
"19","하게",34
"20","사람",33
"21","상황",33
"22","지도자",33
"23","필요",32
"24","감동",28
"25","윈스턴",27
"26","자유",27
"27","시간",25
"28","처칠이",25
"29","시대",24
"30","나라",23
"31","지루",23
"32","상영",22
"33","인간",22
"34","정치인",21
"35","굴복",20
"36","모습",20
"37","영국",20
"38","정치",20
"39","현실",20
"40","문재",19
"41","연설",19
"42","장면",19
"43","해서",19
"44","고뇌",18
"45","마지막",18
"46","승리",18
"47","거짓",16
"48","게리올드만",16
"49","진정",16
"50","진짜",16
"51","추천",16
"52","^ㅋ",15
"53","국가",15
"54","리더",15
"55","몰입",15
"56","비겁",15
"57","처칠을",15
"58","훌륭",15
"59","관람",14
"60","덩케르크",14
"61","명작",14
"62","완벽",14
"63","위대",14
"64","인물",14
"65","자체",14
"66","정부",14
"67","처칠은",14
"68","대단",13
"69","대화",13
"70","배우",13
"71","사실",13
"72","영웅",13
"73","인생",13
"74","좌파",13
"75","중요",13
"76","지하철",13
"77","타협",13
"78","1987",12
"79","당시",12
"80","무엇",12
"81","영화관",12
"82","이해",12
"83","하나",12
"84","내용",11
"85","눈물",11
"86","독재자",11
"87","비슷",11
"88","평론가",11
"89","표현",11
"90","협상",11
"91","성공",10
"92","수상",10
"93","시민",10
"94","지금",10
"95","평점",10
"96","가슴",9
"97","구걸",9
"98","대사",9
"99","대통령",9
"100","보수",9
"101","실패",9
"102","아워",9
"103","아카데미",9
"104","연출",9
"105","의미",9
"106","이야기",9
"107","작품",9
"108","정권",9
"109","주의",9
"110","하기",9
"111","is",8
"112","가치",8
"113","개리",8
"114","관람객게리올드만",8
"115","극장",8
"116","다키스트",8
"117","마음",8
"118","명연기",8
"119","북한",8
"120","선택",8
"121","세계",8
"122","세계대전",8
"123","소름",8
"124","스토리",8
"125","인상",8
"126","작전",8
"127","전체",8
"128","지도",8
"129","집중",8
"130","never",7
"131","개봉관",7
"132","결정",7
"133","관객",7
"134","긴장감",7
"135","덩케르크를",7
"136","민주주의",7
"137","배경",7
"138","수작",7
"139","연기력",7
"140","영국인",7
"141","우린",7
"142","자신",7
"143","전개",7
"144","정의",7
"145","처칠과",7
"146","처칠이라는",7
"147","판단",7
"148","10",6
"149","결단",6
"150","고민",6
