"","Var1","Freq"
"1","관람객",518
"2","일상",356
"3","영화",317
"4","잔잔",96
"5","평범",68
"6","하게",65
"7","반복",61
"8","지루",57
"9","하루",51
"10","예술",48
"11","패터슨",48
"12","특별",44
"13","생각",43
"14","관람",42
"15","행복",38
"16","자무",36
"17","사람",33
"18","사랑",32
"19","소중",31
"20","우리",30
"21","인생",30
"22","마음",27
"23","시간",27
"24","아름다움",27
"25","매일",24
"26","시인",24
"27","노트",21
"28","소소한",20
"29","감독",18
"30","관람객패터슨",18
"31","들이",18
"32","주인공",17
"33","따뜻",16
"34","의미",16
"35","가능성",15
"36","순간",15
"37","연기",15
"38","이야기",15
"39","편안",15
"40","영상",14
"41","예술가",14
"42","조용",14
"43","최고",14
"44","내용",13
"45","마지막",13
"46","모습",13
"47","시작",13
"48","위로",13
"49","페이지",13
"50","하나",13
"51","객잔",12
"52","감동",11
"53","드라이버",11
"54","무엇",11
"55","발견",11
"56","여운",11
"57","자체",11
"58","잔하",11
"59","누군가",10
"60","배우",10
"61","버스",10
"62","분위기",10
"63","사건",10
"64","주일",10
"65","필요",10
"66","그것",9
"67","기분",9
"68","단조",9
"69","당신",9
"70","로운",9
"71","시적",9
"72","아내",9
"73","아담",9
"74","오늘",9
"75","올해",9
"76","월요일",9
"77","음악",9
"78","장면",9
"79","추천",9
"80","하기",9
"81","해서",9
"82","기억",8
"83","누구",8
"84","뭔가",8
"85","변화",8
"86","스토리",8
"87","예술의",8
"88","오랜만",8
"89","운율",8
"90","자신",8
"91","평화",8
"92","표현",8
"93","해지",8
"94","관람객너무",7
"95","관람객짐자무쉬",7
"96","리듬",7
"97","무료",7
"98","사소",7
"99","사실",7
"100","생활",7
"101","세상",7
"102","아름다운",7
"103","영상미",7
"104","재미",7
"105","집중",7
"106","카를로스",7
"107","패터슨이",7
"108","현실",7
"109","객한",6
"110","고민",6
"111","관람객아하",6
"112","기대",6
"113","담담",6
"114","대화",6
"115","모두",6
"116","변주",6
"117","시집",6
"118","연출",6
"119","윌리엄",6
"120","인상",6
"121","자극적",6
"122","중요",6
"123","쳇바퀴",6
"124","패터",6
"125","패터슨은",6
"126","^ㅎ",5
"127","강아지",5
"128","관람객그냥",5
"129","관람객다",5
"130","관람객소소한",5
"131","극적",5
"132","근데",5
"133","남자",5
"134","남편",5
"135","내일",5
"136","담백",5
"137","때론",5
"138","로라",5
"139","마무리",5
"140","배경",5
"141","부분",5
"142","사람들",5
"143","선사",5
"144","억지",5
"145","영화였",5
"146","영화입니",5
"147","이해",5
"148","일요일",5
"149","작품",5
"150","좋았",5
